@relation 'SMILEfeatures-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-V-R47,48,99,114,137,143,144,148,150,154,188,207,215,216,221,222,261,295,319,333,372,398,456,460,478,565,606,639,732,745,748,770,818,864,889,914,928,947,993,1103,1161,1228,1258,1263,1423,1473,1541,1551,1556,1598,1624,1773,1774,1812,1813,1929,1943,1971,2007,2118,2120,2289,2307,2327,2334,2348,2358,2373,2389,2397,2399,2475,2477,2488,2493,2516,2664,2756,2802,2830,3138,3146,3365,3408,3572,3771,3795,3867,3872,3899,4146,4467,4493,4742,4848,4952,5004,5054,5069,5088,5098,5298,5418,5583,5794,6150,6219,6381,6429,6483,6676,6681,6688,6695,6696,6752,6758,6762,6810,6849,6887,6901,6915,6917,6919,6931,6958,6990'

@attribute mfcc_sma[0]_linregerrA numeric
@attribute mfcc_sma[0]_linregerrQ numeric
@attribute mfcc_sma[1]_quartile2 numeric
@attribute mfcc_sma[1]_nzabsmean numeric
@attribute mfcc_sma[2]_quartile1 numeric
@attribute mfcc_sma[2]_percentile95.0 numeric
@attribute mfcc_sma[2]_percentile98.0 numeric
@attribute mfcc_sma[2]_peakMean numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[2]_nzqmean numeric
@attribute mfcc_sma[3]_peakMeanMeanDist numeric
@attribute mfcc_sma[4]_qregc3 numeric
@attribute mfcc_sma[4]_quartile1 numeric
@attribute mfcc_sma[4]_quartile2 numeric
@attribute mfcc_sma[4]_percentile95.0 numeric
@attribute mfcc_sma[4]_percentile98.0 numeric
@attribute mfcc_sma[5]_percentile98.0 numeric
@attribute mfcc_sma[6]_quartile3 numeric
@attribute mfcc_sma[7]_linregc2 numeric
@attribute mfcc_sma[7]_quartile2 numeric
@attribute mfcc_sma[8]_quartile2 numeric
@attribute mfcc_sma[9]_linregerrA numeric
@attribute mfcc_sma[10]_percentile98.0 numeric
@attribute mfcc_sma[10]_peakMean numeric
@attribute mfcc_sma[11]_qregc1 numeric
@attribute pcm_Mag_melspec_sma[0]_kurtosis numeric
@attribute pcm_Mag_melspec_sma[1]_quartile2 numeric
@attribute pcm_Mag_melspec_sma[2]_centroid numeric
@attribute pcm_Mag_melspec_sma[4]_meanPeakDist numeric
@attribute pcm_Mag_melspec_sma[5]_maxameandist numeric
@attribute pcm_Mag_melspec_sma[5]_linregc2 numeric
@attribute pcm_Mag_melspec_sma[5]_numPeaks numeric
@attribute pcm_Mag_melspec_sma[6]_nzgmean numeric
@attribute pcm_Mag_melspec_sma[8]_linregc1 numeric
@attribute pcm_Mag_melspec_sma[8]_peakMean numeric
@attribute pcm_Mag_melspec_sma[9]_stddev numeric
@attribute pcm_Mag_melspec_sma[9]_peakMean numeric
@attribute pcm_Mag_melspec_sma[10]_qregc2 numeric
@attribute pcm_Mag_melspec_sma[11]_skewness numeric
@attribute pcm_Mag_melspec_sma[14]_qregc2 numeric
@attribute pcm_Mag_melspec_sma[15]_meanPeakDist numeric
@attribute pcm_Mag_melspec_sma[17]_kurtosis numeric
@attribute pcm_Mag_melspec_sma[18]_qregc1 numeric
@attribute pcm_Mag_melspec_sma[18]_centroid numeric
@attribute pcm_Mag_melspec_sma[22]_kurtosis numeric
@attribute pcm_Mag_melspec_sma[23]_meanPeakDist numeric
@attribute pcm_Mag_melspec_sma[25]_quartile1 numeric
@attribute pcm_Mag_melspec_sma[25]_meanPeakDist numeric
@attribute pcm_Mag_melspec_sma[25]_qmean numeric
@attribute pcm_zcr_sma_nzgmean numeric
@attribute voiceProb_sma_iqr1-3 numeric
@attribute pcm_Mag_fband0-650_sma_skewness numeric
@attribute pcm_Mag_fband0-650_sma_kurtosis numeric
@attribute pcm_Mag_fband250-650_sma_skewness numeric
@attribute pcm_Mag_fband250-650_sma_kurtosis numeric
@attribute pcm_Mag_spectralRollOff25.0_sma_skewness numeric
@attribute pcm_Mag_spectralRollOff25.0_sma_peakMeanMeanDist numeric
@attribute pcm_Mag_spectralRollOff50.0_sma_quartile2 numeric
@attribute pcm_Mag_spectralRollOff75.0_sma_skewness numeric
@attribute pcm_Mag_spectralCentroid_sma_qregc3 numeric
@attribute pcm_Mag_spectralCentroid_sma_qregerrQ numeric
@attribute mfcc_sma_de[0]_percentile98.0 numeric
@attribute mfcc_sma_de[1]_linregc1 numeric
@attribute mfcc_sma_de[1]_percentile95.0 numeric
@attribute mfcc_sma_de[1]_amean numeric
@attribute mfcc_sma_de[2]_linregerrA numeric
@attribute mfcc_sma_de[2]_skewness numeric
@attribute mfcc_sma_de[2]_amean numeric
@attribute mfcc_sma_de[3]_qregc1 numeric
@attribute mfcc_sma_de[3]_skewness numeric
@attribute mfcc_sma_de[3]_quartile1 numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[5]_quartile1 numeric
@attribute mfcc_sma_de[5]_peakMean numeric
@attribute mfcc_sma_de[5]_nzabsmean numeric
@attribute mfcc_sma_de[6]_quartile1 numeric
@attribute mfcc_sma_de[10]_qregc3 numeric
@attribute mfcc_sma_de[12]_percentile95.0 numeric
@attribute pcm_Mag_melspec_sma_de[0]_amean numeric
@attribute pcm_Mag_melspec_sma_de[1]_quartile3 numeric
@attribute pcm_Mag_melspec_sma_de[9]_skewness numeric
@attribute pcm_Mag_melspec_sma_de[9]_percentile95.0 numeric
@attribute pcm_Mag_melspec_sma_de[15]_qregc2 numeric
@attribute pcm_Mag_melspec_sma_de[16]_centroid numeric
@attribute pcm_Mag_melspec_sma_de[20]_iqr1-2 numeric
@attribute pcm_Mag_melspec_sma_de[25]_percentile98.0 numeric
@attribute pcm_zcr_sma_de_qregc3 numeric
@attribute F0_sma_de_linregc1 numeric
@attribute F0_sma_de_qregc2 numeric
@attribute F0_sma_de_nzgmean numeric
@attribute pcm_Mag_spectralRollOff25.0_sma_de_qregc3 numeric
@attribute pcm_LOGenergy_sma_de_de_quartile2 numeric
@attribute mfcc_sma_de_de[0]_linregerrA numeric
@attribute mfcc_sma_de_de[6]_iqr1-2 numeric
@attribute mfcc_sma_de_de[9]_qregc3 numeric
@attribute mfcc_sma_de_de[11]_nzgmean numeric
@attribute pcm_Mag_melspec_sma_de_de[0]_qregc3 numeric
@attribute pcm_Mag_melspec_sma_de_de[1]_iqr1-2 numeric
@attribute pcm_Mag_melspec_sma_de_de[1]_nzgmean numeric
@attribute pcm_Mag_melspec_sma_de_de[2]_skewness numeric
@attribute pcm_Mag_melspec_sma_de_de[2]_zcr numeric
@attribute pcm_Mag_melspec_sma_de_de[7]_amean numeric
@attribute pcm_Mag_melspec_sma_de_de[10]_nzabsmean numeric
@attribute pcm_Mag_melspec_sma_de_de[15]_linregc1 numeric
@attribute pcm_Mag_melspec_sma_de_de[20]_quartile3 numeric
@attribute F0env_sma_de_de_percentile98.0 numeric
@attribute pcm_Mag_fband0-650_sma_de_de_skewness numeric
@attribute pcm_Mag_spectralRollOff25.0_sma_de_de_iqr2-3 numeric
@attribute pcm_Mag_spectralRollOff50.0_sma_de_de_amean numeric
@attribute pcm_Mag_spectralRollOff90.0_sma_de_de_linregerrQ numeric
@attribute f0SDev numeric
@attribute f0Varx numeric
@attribute f0Ampskewx numeric
@attribute LHmeanx numeric
@attribute LHRate numeric
@attribute LHdeltakurtx numeric
@attribute LH2deltameanx numeric
@attribute LH2deltakurtx numeric
@attribute StepU2qmeanx numeric
@attribute StepAdeltarmsx numeric
@attribute f0AmpDelta2Rangex numeric
@attribute LHDelta2skewx numeric
@attribute LH3Delta2Maxx numeric
@attribute LH3Delta2Rangex numeric
@attribute LH3Delta2rmsx numeric
@attribute StepUDelta2skewx numeric
@attribute StepU2Delta2meanx numeric
@attribute emotion {A,N,H,S,B,D,F}

@data
5.52204,44.44983,-12.10625,11.80442,8.726583,28.99444,30.30888,22.45475,14.67637,296.7018,5.352211,9.896716,4.216776,9.39528,22.08532,26.93461,4.753664,5.4834,-18.02488,-19.73075,2.180302,6.05851,22.84445,13.80562,0.000021,5.553728,21612.25,0.507758,24.63636,207702.3,32614.36,14,6068.711,-12.60511,164051.7,97086.79,287473.7,49.71467,2.590971,-760.5833,24.54545,8.937111,1.943496,0.571403,5.334998,29.72222,2094.622,563,8541919000,0.179605,0.09114,1.81977,6.819257,2.09344,8.169741,0.502885,925.2813,1755.208,-0.034031,3442.141,647114700,3.948001,-0.000208,2.320921,-0.007723,1.201746,0.168768,-0.00995,0,-0.345958,-0.673239,-0.201494,-1.070911,1.974757,1.5841,-1.071885,-0.021513,3.111289,-0.252319,2367.583,-0.516832,37920.36,-26.5729,-1.699571,38022.42,2991.833,0.001893,-0.000073,0.000432,38.01989,2.077892,-0.001313,0.468808,0.451445,-0.020066,0.337297,-2.81881,946.7657,850.6805,-1.028524,0.238434,-6.33397,7448.789,-0.985725,23883.34,0,-1.111405,50.39063,0.134008,9802.753,34.26,1173.97,1.11,21.15,5.85,34.22,-10005.59,5.85,0.87,2.37,188.36,2.91,51926.84,109406.61,157.8,3.69,-36.21,A
4.873446,39.74165,-12.69494,14.17809,4.130839,24.50883,26.07816,18.03092,10.62877,211.9125,4.116884,7.082677,0,7.001867,19.84693,22.41278,4.784592,5.685257,-12.21558,-11.56506,2.50165,5.204505,23.57948,14.8357,-0.000014,2.053853,31439.08,0.496925,27.61539,196953.9,52893.1,17,26135.68,43.47953,240722.9,140631.8,387214,2327.75,2.419866,-765.265,25.06667,5.544701,2.438117,0.548614,15.27177,47.14286,1761.546,37.8,46579150,0.204315,0.124074,1.801229,7.057792,1.935934,7.691066,1.130976,1065.097,1187.5,0.626033,2342.725,531190500,3.782776,-0.000185,2.35081,-0.038961,0.867138,-0.011944,0.01551,0.000002,-0.407239,-0.862608,-0.04782,-1.017614,2.944671,1.855831,-0.899487,-0.246434,2.245059,-35.16741,2278.239,0.078649,61976.86,50.22936,214.0629,29520.64,3315.428,0.009984,-0.000217,0.002103,28.5375,11.61424,0,0.391332,0.445481,0.030259,0.399901,-99.82716,1162.604,1017.36,-0.413245,0.29563,-10.38306,16682.24,3.382072,14799.28,0,-0.879331,39.58333,-0.325889,8556.449,21.02,441.71,0.43,13.36,4.4,57.23,-10857.7,6.93,1.42,3.8,171.95,3.58,97687.41,268867.93,366.39,4.08,-55.26,A
3.834055,26.69102,-11.12889,10.72569,8.044315,26.51488,28.41655,20.72201,14.05707,248.5288,5.955982,9.245665,1.964247,7.713259,19.87411,22.2498,-3.879363,5.698499,-30.17758,-24.20704,4.00452,6.920183,20.75348,11.68441,0.00023,3.327945,27345.99,0.490373,19.66667,176682.5,46631.94,13,13693.31,-80.5927,140906.6,91918.6,222926,1622.715,1.771197,1942.696,22.25,7.358237,8.709505,0.532583,5.777725,19.06667,2349.6,16.29412,31287150,0.135672,0.12753,0.794019,2.741894,0.966815,3.256061,1.484995,813.1343,1473.958,0.995637,3067.353,141778000,3.432562,0.000262,2.594563,0.004968,1.201984,-0.557759,0.004052,-0.00002,0.275425,-1.318346,-0.085486,-1.352422,2.049629,1.59077,-1.266659,0.245413,2.239184,-12.61371,2636.482,0.679279,44528.88,-68.9043,-0.244212,30571.79,2530.544,0.004312,-0.000842,0.002927,18.15248,37.33788,-0.027864,0.46017,0.524694,-0.005326,0.360208,-126.2604,1512.41,1094.22,-0.677553,0.211539,-1.831492,10608.04,10.42297,20654.34,2.068273,-0.325619,65.85938,-1.418604,9688.033,23.02,529.72,0.62,19.17,4.96,43.9,-3947.29,2.74,0.78,2.54,154.5,3.79,58686.97,144616.82,186.71,3.95,-39.01,A
5.231481,39.8525,-9.511772,11.25741,0.99567,28.4052,31.49222,19.48747,10.37535,243.7653,4.557079,5.389667,0,6.097946,16.66623,20.22089,0,9.680098,-11.85847,-18.23014,1.711111,5.105348,18.37489,10.66797,-0.000043,5.445049,11264.62,0.604387,21.42857,203150.5,33351.54,8,10954.77,-96.44868,173764,83828.64,219968,116.3453,1.832084,-363.1688,35.77778,9.237999,5.953507,0.54168,6.049437,37,1184.983,26.41667,22216570,0.241381,0.111473,1.610458,6.238148,1.933558,7.992358,1.11005,1148.31,1385.417,0.465071,2396.141,452829200,3.753186,-0.001028,2.579426,-0.01254,1.304957,-0.156914,-0.043561,-0.000007,0.254776,-0.851621,-0.243863,-1.132455,2.733356,2.000027,-1.036153,-0.12786,3.10656,-0.970609,1051.769,0.83763,30027.54,28.02166,0.164924,22139.94,2279.797,0.005007,0,0,0,-40.17581,0,0.417156,0.390855,0.014475,0.38519,3.11698,610.248,620.2545,-0.641247,0.309942,-11.1342,7504.074,-2.450329,10329.43,0,-1.150125,52.94271,-0.178789,9842.665,26.38,696.14,1.21,19.67,6.21,53.26,-8165.5,1.26,0.81,2.22,233.18,3.62,32008.62,77778.62,123.83,3.5,-35.76,A
6.24454,66.94539,-7.112204,8.728895,5.094934,29.27443,31.51623,20.37943,13.17352,286.4702,7.665406,5.779998,-1.426058,3.997478,19.29195,22.18722,1.466635,21.50353,-10.35639,-17.88317,0,6.179262,18.88788,6.224885,-0.000021,2.887548,30386.9,0.461563,18.54167,128379.1,50879.27,27,13659.04,-30.56784,164161.4,58964.39,186891.5,-510.4261,3.671036,-347.525,20.6,10.82333,1.054979,0.396745,9.796008,44.16667,1260.699,27.68421,25165650,0.118878,0.178153,1.771268,6.817721,2.184278,8.90801,1.089397,1259.431,1135.417,0.592915,2895.646,626540800,4.567419,0.000102,2.840356,0.006197,1.466379,-0.30336,0.018162,-0.000003,-0.414785,-0.928966,-0.233603,-1.283715,2.187,1.702689,-1.335481,0.09481,2.853422,11.47068,2387.092,0.286072,25575.06,-48.46146,0.001814,18827.46,1874.791,0.004769,-0.001467,-0.002736,19.62336,8.581132,-0.010141,0.433238,0.630971,-0.024675,0.381289,-4.212397,1067.979,951.3578,-0.382053,0.218924,-0.328677,5707.695,-0.142918,8383.883,1.66449,-0.776033,37.70834,-1.278602,10958.92,33.94,1152.19,0.24,72.05,6.75,15.72,-3919.54,1.95,0.16,1.86,215.45,3.15,128033.44,299526.47,295.06,3.78,-25.68,A
2.937643,13.03792,-26.84326,27.18979,5.55564,22.36016,26.31901,19.18831,10.43575,168.0717,9.771424,4.454076,-0.968826,3.132169,13.45413,15.35749,14.52802,5.136285,-7.814214,-9.573309,-0.06852,5.497119,14.77317,7.788417,-0.000068,10.7441,3573.458,0.583618,42.33333,59458.17,7015.749,7,6864.51,-67.41534,201601.4,66212.83,157207.6,153.8919,1.761888,1040.096,22,5.506866,-4.946,0.513913,9.787195,58,1351.443,30.7,13158390,0.201841,0.312714,1.926076,6.935164,1.943917,7.02083,-0.36062,471.9475,1354.167,-0.968333,2159.132,145919200,1.346493,0.001197,1.965165,-0.021996,1.067335,0.501988,0.015897,0.000019,0.104164,-0.883922,-0.086308,-0.981598,1.905668,1.44788,-0.871591,-0.383827,2.429739,-3.246567,372.7799,0.875828,24179.43,-59.00446,787.5956,8227.421,1153.444,0.00426,-0.020727,-0.062943,17.69395,21.00008,-0.007369,0.210127,0.291342,0.035094,0.293903,-19.37903,161.1471,170.6441,-1.377295,0.254286,-7.865928,7308.161,0.206741,3924.928,4.1926,-2.431127,13.82812,-0.983631,3223.683,86.99,7566.65,3.18,4.58,0.84,10.14,-2206.02,1.89,2.01,1.86,135.2,3.64,94214.58,200685.05,278.08,3.67,-61.68,A
3.352229,16.07074,-23.54811,23.33978,6.497161,26.54822,33.07621,23.19647,11.85591,219.9764,5.434953,3.94363,-4.251192,1.776562,18.17722,20.71028,14.5921,3.65978,-14.35845,-9.467303,0,4.622621,15.07419,6.70885,0.000059,7.097689,1324.819,0.447115,26.58333,36866.49,4712.871,11,4323.255,83.89678,123835.3,83233.92,220354.1,-430.6206,1.646293,-681.0695,21.66667,3.9351,-2.214714,0.432625,5.096014,30.1,654.6096,24.84615,9380802,0.219266,0.275555,1.956741,6.594564,1.930433,6.27226,0.021219,834.2235,1531.25,-0.499095,2103.625,177022200,1.903168,0.000563,2.849298,-0.020869,1.275367,-0.147128,-0.05702,0.000011,-0.375731,-0.904482,-0.073762,-1.451084,2.520793,2.024668,-1.055698,-0.099299,4.302466,-2.604372,182.3746,0.828998,30981.81,-33.22966,5.282599,6361.973,1145.876,0.002988,-0.011329,0.040311,19.21317,-34.64591,-0.01921,0.243003,0.445667,0.014092,0.358592,-21.52286,87.0078,117.6144,-1.965706,0.173789,-9.76847,7018.963,-0.002436,2240.795,2.052031,-1.335886,31.61458,0.288758,4546.938,83.35,6946.53,1.29,0.63,0.32,3.27,6571.91,-0.28,2.07,2.19,80.96,2.62,69649.17,203896.61,343.31,2.12,-53.47,A
3.03594,13.3804,-22.35522,22.49568,7.531076,25.59538,32.13607,20.04711,12.22853,227.0542,7.753561,3.306251,-0.402673,5.773137,20.78159,26.75928,11.00024,1.090133,-9.747884,-9.958066,2.865113,4.917569,7.530832,0.530775,0,14.0424,1691.119,0.428311,52.83333,36942.36,7660.951,19,4420.667,21.30914,94213.06,82035.44,224819,301.7922,1.528428,-347.4704,22.46875,3.845239,-0.309051,0.516605,10.72873,32.2,698.6821,24.2,3655837,0.196507,0.373341,5.343932,35.93349,5.600141,39.4504,-0.597878,503.5138,1406.25,-0.63831,2495.729,317858300,1.804605,-0.000053,3.008579,-0.006063,1.240829,-0.04549,0.008685,0,-0.265106,-1.104873,0.162379,-1.441976,2.809642,1.953529,-1.01437,-0.117136,3.183857,0.803338,243.1194,0.226264,21578.51,-9.319775,0.092343,7446.29,664.242,0.000257,-0.003248,-0.002717,19.56356,-5.05152,-0.010799,0.284365,0.490286,-0.012481,0.407617,-5.452127,94.58965,130.0665,-1.943113,0.222661,-0.417719,5334.212,0.04743,3129.547,2.02357,-2.247555,20.88541,0.11693,3709.242,84.44,7129.71,3.16,2.18,0.59,14.2,128.25,12.1,1.61,1.73,215.09,2.54,41411.97,118746.53,210.98,2.75,-41.89,A
4.203036,26.83684,-8.961138,15.31375,0,20.94169,25.86798,18.23589,6.791955,132.0748,5.837085,12.58623,0,5.278654,24.31473,29.32552,11.57991,7.015497,-1.680462,-5.689515,3.990916,6.034939,16.76846,9.513355,-0.000006,9.66288,2259.331,0.576738,52.14286,91306.8,1860.487,19,6992.937,74.9906,193741.1,69323.71,225701,-447.6757,2.896289,-363.4064,49.1875,11.99716,1.004795,0.616892,13.99908,78.6,437.7874,73.5,5887144,0.178081,0.286744,5.56253,47.53181,5.60892,48.02357,1.04415,1056.724,890.625,0.590466,1912.252,1330798000,2.436665,0.000112,2.82205,-0.024859,0.946781,-0.338192,0.038891,0,0.119742,-0.806474,-0.187497,-0.886036,2.390287,1.717442,-0.927973,0.07655,4.061357,3.810778,182.4923,-0.0922,24565.7,-3.309687,0.028473,4533.122,1153.753,-0.00424,-0.001522,-0.005673,26.1649,-15.63647,0,0.277899,0.419504,-0.010781,0.337352,0.758139,61.29714,109.2846,-2.084151,0.345783,-0.429941,5510.566,-0.710247,2669.093,2.87774,-3.476174,25.59896,0.845381,9110.485,77.15,5951.37,2.33,41.67,1.74,10.54,701.76,17.39,0.55,2.32,108.88,2.29,51957.1,117803.18,150.39,2.57,-25.64,A
3.650367,24.28323,-15.86548,16.63247,0.534032,20.62492,24.43468,17.32321,6.579756,108.7145,6.791168,3.630822,0,4.20409,15.2854,16.72833,9.052328,7.634898,-14.6388,-13.87679,5.37918,6.005329,15.61749,9.513406,-0.000071,5.225057,1687.258,0.427357,39.84615,86265.11,16418.86,19,10744.87,62.22397,111282.6,66732.53,157548.9,-57.96841,1.748013,314.8506,31.76471,10.44781,0.652365,0.529562,4.968418,27.10526,662.2229,72,2729163,0.171307,0.217398,4.771267,31.82116,4.789737,32.00314,1.105152,1026.321,1072.917,0.436287,3034.325,543322200,2.714889,0.000004,2.859548,-0.017377,1.254756,0.320139,-0.003336,-0.000002,0.035645,-0.980013,-0.334747,-1.258537,2.34849,1.915089,-0.940776,0.099103,3.888839,1.492114,241.9536,-0.299392,23524.3,-2.869892,-1.49788,6860.31,593.8593,-0.000599,-0.002074,-0.00001,35.11682,3.448344,-0.010511,0.373478,0.355185,-0.003593,0.408315,-0.732436,95.03252,100.8445,-0.987785,0.255357,-34.79316,4502.301,-0.370858,3112.875,3.233006,-2.422222,27.31771,0.023623,9916.269,60.8,3696.19,3.32,11.39,3.78,29.43,-2466.54,10.09,0.55,1.66,141.03,4.38,19072.19,48386.89,63.62,2.86,-17.67,A
4.248851,27.19611,-10.87637,12.65703,3.718059,22.4081,25.1153,16.9402,9.39638,164.3151,6.905998,12.99174,0,4.365685,16.26465,20.20738,2.66935,9.502596,-9.39821,-8.522322,6.019439,5.35219,14.7298,10.29054,-0.000128,6.625111,2942.455,0.516843,52.125,160197.6,17692.49,12,10360.36,6.477283,125454.1,69453.11,187905,-800.0883,1.993195,-1218.706,35.08333,4.421583,2.552355,0.495517,4.736759,24.41176,548.2535,71.83334,6797713,0.148378,0.166519,2.97368,13.81954,2.989296,13.90726,0.821962,1355.458,1291.667,0.404177,3415.751,570424600,2.608044,0.000274,2.528739,-0.047429,1.201694,0.288933,-0.004993,-0.000002,-0.244092,-0.882568,-0.186039,-0.979555,1.963659,1.662837,-0.894326,0.069327,4.440032,11.16366,318.2543,1.321543,23100.28,-13.91876,0.024863,10885.99,759.72,0.000833,-0.001805,0.001687,25.446,23.22151,-0.00312,0.373375,0.429401,0.041715,0.377678,-2.306707,144.0734,161.2666,-0.935299,0.266219,-35.10098,5864.874,-1.10435,5697.616,2.634588,-1.846299,36.61459,0.425289,11841.38,53.93,2908.61,1.66,18.88,2,25.18,-1364.94,10.44,0.51,1.97,98.2,3.96,28155.33,60084.28,81.85,2.5,-22,A
7.613338,91.38467,-10.78902,12.39423,7.372018,29.87814,32.57294,22.12684,14.29162,310.4833,9.741699,-1.849671,-9.461205,0.150633,18.8006,24.62858,6.698395,11.83073,-21.78098,-18.996,5.316149,6.238823,23.92687,16.24915,0.000006,5.471906,2174.451,0.561467,22.41667,76128.55,13986.4,21,2725.154,-34.49771,66888.41,38850.6,111242.3,46.59243,3.982842,-538.668,33.5,7.923185,2.101766,0.539171,31.52062,73.14286,443.5681,39.27273,8889569,0.161837,0.188806,2.181141,8.053373,2.18348,8.00642,0.532926,1371.984,1989.583,0.200743,2944.821,474966800,4.671831,0.000298,3.329025,-0.000359,1.444576,-0.210125,0.005523,0.000001,-0.924286,-1.035736,0.434323,-1.726692,2.954424,2.061825,-1.632997,-0.015263,3.259126,0.897059,255.2495,0.507717,11706.93,-1.768105,631.941,6722.191,1443.771,-0.003578,0.000392,-0.009435,21.0951,-33.27878,-0.020964,0.616143,0.614536,-0.009088,0.418093,-1.200702,106.5841,80.49189,-0.765285,0.184348,-0.816015,2205.521,-0.009035,4023.236,3.633111,-1.137282,47.86458,-0.007609,16804.81,28.44,808.64,2.18,47.25,2.58,18.11,661.92,14.67,0.1,1.39,116.92,2.7,75357.52,96506.42,111.65,2.1,-5.9,A
8.013281,95.63645,-14.11022,16.0709,6.936443,28.39924,33.24889,23.54523,14.26052,324.3039,5.935131,9.270825,0,4.810998,18.24263,23.15597,15.10471,3.70764,-12.78179,-12.21095,0,6.733225,18.10415,12.95021,-0.000005,2.665239,4685.441,0.393087,36.1,158569.5,21619.07,12,5641.792,-111.9243,278575.2,105500.1,256502.5,75.378,3.2777,1285.481,51,24.03171,-2.872324,0.456571,7.830186,35.6,458.9577,533,2120217000,0.191454,0.235517,3.339113,15.11271,3.391913,15.34093,0.562338,769.2234,1359.375,0.308187,3190.318,650994800,4.316937,0.000364,3.168196,-0.014933,1.234641,-0.007103,-0.009289,0.000002,0.211943,-1.234643,-0.064242,-1.174401,1.972565,1.625078,-1.017153,-0.049907,3.811686,3.048882,421.3837,0.11043,47817.27,-22.9584,422.5398,17324.32,1937.166,0.002936,0.003136,-0.002897,21.08383,20.63095,-0.011838,0.513026,0.458154,0.081919,0.389655,-4.137786,155.4032,183.1625,-1.337288,0.242481,-1.250591,7981.103,-0.084873,10912.8,2.610626,-3.093974,32.03125,-0.999374,6605.061,44.17,1950.59,3.35,38.89,1.68,21.05,-5176.77,3.7,0.31,3.26,79.5,2.78,166939.32,328422.63,294.81,2.41,-30.56,A
3.577091,21.33931,-17.49294,18.90954,5.963604,28.32729,31.20801,22.43713,12.4985,251.12,7.127432,3.303621,-7.596642,-0.694577,11.56876,14.84407,13.24833,2.674022,-11.07108,-13.39439,5.133496,6.816542,23.2736,13.99827,0.000048,7.10002,3431.356,0.480814,29.56,110492,25774.69,26,9842.833,13.23755,64791.01,47857.84,144460.2,138.5444,2.115294,270.9243,26.81482,3.822112,-0.505,0.592501,21.95255,42.58823,371.7658,26.96154,3044949,0.163094,0.228402,2.310314,9.875852,2.352376,9.941665,0.592175,800.2017,1375,0.068681,1742.324,579486500,1.983546,0.000284,2.38179,0.007106,1.266148,-0.112709,-0.01582,0,-0.35968,-0.897682,0.309104,-1.331509,2.368769,1.816453,-1.175304,-0.162641,2.896777,-6.176043,377.5055,0.446396,16144.99,6.838055,7.395726,2421.541,664.7587,0.003152,-0.001041,0.003711,17.97479,2.939081,0,0.280831,0.50936,0.01902,0.353043,1.879167,135.7164,148.4553,-1.118131,0.227749,-0.678374,3439.735,0.066071,1257.571,2.586915,-1.056601,34.5573,0.414349,6832.564,41.03,1683.39,2.16,21.28,2.72,33.33,-94.5,45.21,0.44,1.23,118.01,3.53,47492.18,80282.17,77.55,3.9,-17.93,A
4.66109,37.85661,-16.67799,16.87013,1.036047,31.35289,35.44302,17.75204,8.901597,194.0002,7.639029,7.364257,-3.536338,2.564619,18.92368,21.89727,18.29946,4.225346,-11.18687,-12.17656,4.260384,6.27948,23.11113,13.06078,-0.000017,7.088839,1452.157,0.533215,35.30769,86725.38,15155.34,16,7009.936,66.82748,155751,60692.97,147473.8,-214.9478,2.43937,442.8261,44,6.268204,-2.419792,0.57948,14.66995,28.3,390.0827,29,3572996,0.149204,0.284172,2.122873,7.051186,2.142122,7.121518,1.145135,967.4585,1057.292,0.628596,1997.62,394607800,2.619503,0.000095,2.47773,-0.021205,1.414172,0.316421,-0.005217,-0.000001,-0.059355,-1.07493,0.052642,-1.368024,2.765996,1.975729,-1.4811,-0.019715,3.939717,-0.550991,158.5918,-0.317029,21939.58,8.858488,-56.00575,3490.901,802.3221,0.002285,-0.005693,0.004893,17.92929,3.864689,-0.013397,0.397125,0.642439,0.068911,0.407476,1.448478,93.04543,86.90138,-2.884135,0.165254,-1.651005,4846.087,-0.644058,1800.399,4.289208,-1.875508,26.58854,-0.541358,9338.533,71.17,5065.54,1.84,33.55,2.86,22.79,-434,1.8,0.33,1.58,85.21,3.75,37884.88,103642.41,108.95,2.78,-16.09,A
