@relation 'SMILEfeatures-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-V-R8,21,26,27,31,36,44,53,54,56,59,63,68,91,102,119,120,122,124,125,128,141,216,224,254,300,334,335,337,339,341,342,347,358,367,376,377,381,396,414,415,420,433,434,441,451,455,465,466,469,474,489,490,492,494,498,519,536,540,560,561,562,567,579,598,600,606,614,617,624,625,640,646,654,663,675,679,681,693,694,695,738,744,751,752,755,760,764,767,779,786,788,789,793,795,797,807,815,836,837,852,858,862,865,873,906,919,921,926,931,935,941,942,948,950,959,961,964,975,995,997,1000,1004,1006,1015,1016,1047,1051,1052,1060,1098,1107,1109,1113,1117,1137,1138,1139,1170,1188,1198,1200,1204,1208,1210,1230,1238,1239,1248,1250,1251,1260,1280,1309'

@attribute pcm_intensity_sma_linregc2 numeric
@attribute pcm_loudness_sma_min numeric
@attribute pcm_loudness_sma_linregc1 numeric
@attribute pcm_loudness_sma_linregc2 numeric
@attribute pcm_loudness_sma_skewness numeric
@attribute pcm_loudness_sma_iqr1-2 numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[1]_quartile2 numeric
@attribute mfcc_sma[1]_quartile3 numeric
@attribute mfcc_sma[1]_iqr2-3 numeric
@attribute mfcc_sma[2]_min numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[2]_stddev numeric
@attribute mfcc_sma[3]_quartile2 numeric
@attribute mfcc_sma[4]_linregc1 numeric
@attribute mfcc_sma[5]_minPos numeric
@attribute mfcc_sma[5]_amean numeric
@attribute mfcc_sma[5]_linregc2 numeric
@attribute mfcc_sma[5]_linregerrQ numeric
@attribute mfcc_sma[5]_stddev numeric
@attribute mfcc_sma[5]_quartile1 numeric
@attribute mfcc_sma[6]_linregc2 numeric
@attribute mfcc_sma[10]_linregc1 numeric
@attribute mfcc_sma[10]_quartile2 numeric
@attribute mfcc_sma[12]_linregc1 numeric
@attribute lspFreq_sma[1]_quartile2 numeric
@attribute lspFreq_sma[3]_stddev numeric
@attribute lspFreq_sma[3]_skewness numeric
@attribute lspFreq_sma[3]_quartile1 numeric
@attribute lspFreq_sma[3]_quartile3 numeric
@attribute lspFreq_sma[3]_iqr2-3 numeric
@attribute lspFreq_sma[3]_iqr1-3 numeric
@attribute lspFreq_sma[4]_minPos numeric
@attribute lspFreq_sma[4]_quartile3 numeric
@attribute lspFreq_sma[5]_amean numeric
@attribute lspFreq_sma[5]_quartile2 numeric
@attribute lspFreq_sma[5]_quartile3 numeric
@attribute lspFreq_sma[6]_max numeric
@attribute lspFreq_sma[6]_quartile3 numeric
@attribute lspFreq_sma[7]_quartile2 numeric
@attribute lspFreq_sma[7]_quartile3 numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_quartile2 numeric
@attribute pcm_zcr_sma_quartile3 numeric
@attribute voiceProb_sma_maxPos numeric
@attribute voiceProb_sma_quartile1 numeric
@attribute voiceProb_sma_iqr2-3 numeric
@attribute F0_sma_linregerrA numeric
@attribute F0_sma_linregerrQ numeric
@attribute F0_sma_kurtosis numeric
@attribute F0_sma_iqr2-3 numeric
@attribute F0env_sma_quartile1 numeric
@attribute F0env_sma_quartile2 numeric
@attribute F0env_sma_iqr1-2 numeric
@attribute F0env_sma_iqr1-3 numeric
@attribute pcm_intensity_sma_de_maxPos numeric
@attribute pcm_loudness_sma_de_amean numeric
@attribute mfcc_sma_de[1]_maxPos numeric
@attribute mfcc_sma_de[1]_linregc2 numeric
@attribute mfcc_sma_de[2]_linregerrA numeric
@attribute mfcc_sma_de[2]_linregerrQ numeric
@attribute mfcc_sma_de[2]_stddev numeric
@attribute mfcc_sma_de[2]_quartile3 numeric
@attribute mfcc_sma_de[3]_linregerrA numeric
@attribute mfcc_sma_de[4]_linregerrA numeric
@attribute mfcc_sma_de[4]_stddev numeric
@attribute mfcc_sma_de[4]_iqr1-2 numeric
@attribute mfcc_sma_de[5]_amean numeric
@attribute mfcc_sma_de[5]_linregerrA numeric
@attribute mfcc_sma_de[5]_quartile3 numeric
@attribute mfcc_sma_de[5]_iqr1-2 numeric
@attribute mfcc_sma_de[6]_kurtosis numeric
@attribute mfcc_sma_de[6]_iqr1-3 numeric
@attribute mfcc_sma_de[7]_linregc2 numeric
@attribute mfcc_sma_de[7]_iqr1-2 numeric
@attribute mfcc_sma_de[8]_linregerrQ numeric
@attribute mfcc_sma_de[8]_quartile1 numeric
@attribute mfcc_sma_de[8]_quartile3 numeric
@attribute mfcc_sma_de[9]_linregerrA numeric
@attribute mfcc_sma_de[9]_linregerrQ numeric
@attribute mfcc_sma_de[9]_stddev numeric
@attribute mfcc_sma_de[11]_quartile3 numeric
@attribute mfcc_sma_de[12]_range numeric
@attribute mfcc_sma_de[12]_linregerrQ numeric
@attribute mfcc_sma_de[12]_stddev numeric
@attribute mfcc_sma_de[12]_quartile1 numeric
@attribute mfcc_sma_de[12]_iqr1-3 numeric
@attribute lspFreq_sma_de[0]_maxPos numeric
@attribute lspFreq_sma_de[0]_linregc1 numeric
@attribute lspFreq_sma_de[0]_iqr1-3 numeric
@attribute lspFreq_sma_de[1]_linregc1 numeric
@attribute lspFreq_sma_de[1]_linregerrA numeric
@attribute lspFreq_sma_de[1]_linregerrQ numeric
@attribute lspFreq_sma_de[1]_quartile1 numeric
@attribute lspFreq_sma_de[1]_quartile3 numeric
@attribute lspFreq_sma_de[1]_iqr2-3 numeric
@attribute lspFreq_sma_de[2]_linregerrA numeric
@attribute lspFreq_sma_de[2]_iqr1-2 numeric
@attribute lspFreq_sma_de[3]_iqr1-3 numeric
@attribute lspFreq_sma_de[4]_max numeric
@attribute lspFreq_sma_de[4]_quartile3 numeric
@attribute lspFreq_sma_de[5]_range numeric
@attribute lspFreq_sma_de[5]_linregc1 numeric
@attribute lspFreq_sma_de[5]_linregerrQ numeric
@attribute lspFreq_sma_de[5]_iqr2-3 numeric
@attribute lspFreq_sma_de[7]_kurtosis numeric
@attribute pcm_zcr_sma_de_linregc1 numeric
@attribute pcm_zcr_sma_de_linregerrA numeric
@attribute pcm_zcr_sma_de_quartile1 numeric
@attribute pcm_zcr_sma_de_iqr1-3 numeric
@attribute voiceProb_sma_de_maxPos numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_stddev numeric
@attribute voiceProb_sma_de_iqr1-2 numeric
@attribute voiceProb_sma_de_iqr1-3 numeric
@attribute F0_sma_de_linregerrA numeric
@attribute F0_sma_de_stddev numeric
@attribute F0_sma_de_quartile1 numeric
@attribute F0env_sma_de_amean numeric
@attribute f0SDev numeric
@attribute f0kurtx numeric
@attribute f0Varx numeric
@attribute f0Ampmeanx numeric
@attribute f0Ampqmeanx numeric
@attribute LHRate numeric
@attribute LHRate2 numeric
@attribute f0deltameanx numeric
@attribute f0deltaskewx numeric
@attribute f0deltakurtx numeric
@attribute f0AmpDeltaskewx numeric
@attribute StepUrmsx numeric
@attribute StepOmeanx numeric
@attribute StepOqmeanx numeric
@attribute StepOSDev numeric
@attribute StepAmeanx numeric
@attribute StepImeanx numeric
@attribute StepIrmsx numeric
@attribute StepIqmeanx numeric
@attribute StepAdeltaskewx numeric
@attribute StepIdeltarmsx numeric
@attribute f0Delta2rmsx numeric
@attribute f0Delta2SDev numeric
@attribute f0AmpDelta2Maxx numeric
@attribute f0AmpDelta2rmsx numeric
@attribute f0AmpDelta2skewx numeric
@attribute LH2Delta2skewx numeric
@attribute LH3Delta2rmsx numeric
@attribute LH3Delta2qmeanx numeric
@attribute StepUDelta2rmsx numeric
@attribute StepUDelta2skewx numeric
@attribute StepUDelta2kurtx numeric
@attribute StepODelta2skewx numeric
@attribute StepU2Delta2skewx numeric
@attribute emotion {A,N,H,S,B,D,F}

@data
0.000006,0.033279,-0.001246,1.233719,0.671652,0.496708,-19.56927,-21.55243,-11.99994,9.552493,-64.87402,-15.45817,17.85135,4.100175,-0.058815,41,-5.824336,-11.55582,561.9069,23.93668,-24.8614,-14.5321,0.111195,-6.54759,0.089446,0.716422,0.15267,0.818317,1.232106,1.407455,0.104538,0.175349,134,1.731132,1.943955,1.891076,2.010003,2.688525,2.39427,2.548109,2.667296,0.010833,0.14125,0.18625,84,0.599742,0.088134,95.87389,14638.52,2.428744,47.76932,232.5682,271.4646,38.89644,92.96278,137,-0.000184,170,-0.012619,3.100602,16.55581,4.080549,2.023144,2.774815,3.57739,4.8688,2.308408,-0.035642,3.564387,2.633668,2.662504,2.838204,5.035942,-0.507681,2.476623,21.83644,-2.939766,2.273138,2.636596,10.92332,3.321846,2.244865,20.70708,17.77896,4.224318,-3.03554,5.817698,101,-0.000022,0.035296,0.000023,0.025849,0.001304,-0.013761,0.020537,0.019581,0.022714,0.014686,0.036918,0.123194,0.016983,0.223902,0.00005,0.001379,0.016513,3.502636,-0.000023,0.022112,-0.01175,0.026646,30,0.003826,0.062133,0.033193,0.068126,23.64357,37.23605,-10.00069,0.719621,64.36,0.38,4141.68,175.82,1.51,1.45,0.79,-1.26,2.04,1.55,2.06,7.35,130.16,0.76,126.8,298.68,328.43,12.94,1.81,2.3,3.23,0.15,12723.94,46.01,0.2,2.08,2.37,529.46,56.18,1.53,3.39,8.78,2.39,1.88,A
0.000018,0.040597,-0.00246,1.562955,1.135763,0.3055,-15.91998,-17.81376,-5.729552,12.08421,-50.80104,-16.07889,18.59393,-3.982258,0.062375,75,-4.751426,-4.298962,543.0714,23.30537,-21.32336,-13.73081,0.06123,-12.19877,0.02864,0.617968,0.152894,1.266996,1.22278,1.382568,0.090365,0.159787,46,1.723572,1.959445,1.925782,1.983372,2.640977,2.327854,2.450889,2.627047,0.015,0.127917,0.156875,47,0.608809,0.091789,89.3463,11906.74,2.844318,42.50232,261.5819,313.8701,52.28821,82.02762,131,0.000046,104,0.072526,3.585469,22.84582,4.784587,2.70836,2.736869,3.699455,5.023096,3.033413,-0.051401,3.912879,3.027981,4.021386,2.37341,7.31601,-0.339271,2.405906,29.14421,-2.622723,2.783299,2.878682,15.17165,3.924005,2.228025,27.00242,22.03688,4.694611,-2.493736,5.175939,78,0.000027,0.025855,0.000014,0.029845,0.001664,-0.020947,0.022382,0.023469,0.027282,0.021122,0.036936,0.171033,0.021894,0.315463,0.000036,0.002001,0.013351,2.970879,-0.00004,0.022147,-0.009833,0.018542,96,0.003515,0.059304,0.027552,0.063369,23.06613,34.96759,-10.02957,0.700483,50.2,-0.26,2519.54,199.76,1.72,2.35,0.68,-1.09,2.03,1.33,1.8,7.52,201.63,1.15,203.94,384.96,288.1,12.78,1.18,1.89,3.55,0.19,17204.05,23.16,0.18,1.85,1.98,334.71,59.5,1.65,4.23,15.37,2.65,2.21,A
0.000014,0.031006,-0.002172,1.184504,1.451843,0.46889,-18.46035,-20.05397,-11.05836,8.995613,-59.98836,-17.78799,18.82809,-4.387381,0.074158,127,-5.182286,-1.028132,657.8889,25.76215,-25.73274,-16.27476,0.013452,-6.668111,0.018685,0.674395,0.157538,0.696724,1.213668,1.416456,0.122265,0.202787,164,1.716576,1.953636,1.925565,2.010659,2.696513,2.402055,2.571511,2.663823,0,0.125,0.179583,70,0.431474,0.162738,145.0146,26112.09,1.509036,118.0563,229.488,358.8121,129.3242,162.847,58,-0.00007,136,0.182966,3.234061,19.59066,4.429174,2.3383,2.212163,2.949741,4.120785,1.634022,0.013579,3.715741,2.999023,2.266028,2.712602,4.589228,-0.134744,1.818448,15.34673,-2.439542,2.230075,3.064015,14.07629,3.757365,2.241104,35.83736,21.19569,4.604211,-2.028846,4.547239,131,0.000007,0.034649,0.000025,0.028727,0.001549,-0.020613,0.021648,0.023516,0.025345,0.01601,0.029049,0.157967,0.017417,0.283568,0.00002,0.001755,0.017452,5.149963,0.000001,0.022434,-0.014375,0.022438,135,0.00428,0.06578,0.033639,0.07527,27.80598,40.77916,-16.88531,0.878854,60.68,-0.1,3682.43,163.83,1.39,1.22,0.69,-0.21,1.91,0.85,1.92,5.6,112.39,0.51,128.1,353.55,259.84,12.25,1.03,2.16,3.58,0.21,23364.29,26.24,0.16,1.65,1.98,873.13,63.67,1.08,3.96,13.03,2.63,2.01,A
0.000011,0.02182,-0.000132,1.244061,0.739686,0.694868,-19.63734,-17.91439,-9.834148,8.080246,-49.81558,-11.69434,16.86046,-1.3522,-0.032761,293,-0.74098,0.448552,315.5863,17.77809,-13.07969,-12.08913,0.023963,-6.2402,0.019429,0.710395,0.156713,0.607941,1.281395,1.453034,0.100557,0.171639,87,1.785865,1.965364,1.919852,2.061761,2.651981,2.411079,2.60771,2.69197,0,0.13,0.2,309,0.388506,0.167944,120.2672,18334.11,1.59247,90.79237,222.4151,259.5296,37.11456,100.5213,228,0.000084,41,-0.041897,3.254712,18.66533,4.320889,2.313635,2.755001,3.816812,5.059197,2.801213,0.052732,3.201776,2.505422,2.680911,3.260241,6.288463,-0.198857,2.076797,24.02203,-2.780735,2.922505,3.340883,17.42021,4.17621,2.834682,30.07878,17.13474,4.140151,-2.204024,4.537986,198,-0.000004,0.046443,0.000003,0.033829,0.002107,-0.024456,0.024651,0.026068,0.032622,0.02426,0.037861,0.123136,0.016082,0.257207,0.000006,0.001355,0.018894,3.579875,-0.000008,0.026208,-0.015667,0.029208,171,0.004213,0.064997,0.037449,0.070921,19.93556,31.57106,-8.478699,0.457605,63.2,-0.15,3994.33,246.64,1.95,3.05,0.88,-1.57,1.99,1.29,2.08,10.31,209.47,1.03,223.69,345.61,290.82,12.66,1.45,2.49,3.79,0.15,25498.56,99.11,0.25,2.68,2.57,514.59,1,2.16,4.16,14.96,1.92,2.07,A
0.000015,0.052855,-0.00009,1.256285,1.196532,0.631817,-20.41601,-17.71163,-10.04938,7.66225,-47.4848,-15.76936,16.76416,-3.551456,-0.019821,107,-1.887028,-3.690969,403.2667,20.10867,-14.9106,-22.66649,0.087344,-7.761058,0.005148,0.684341,0.162061,1.052224,1.251212,1.44528,0.118171,0.194069,63,1.768753,1.936588,1.876788,2.059023,2.636403,2.408717,2.560104,2.681357,0,0.133333,0.192292,196,0.496221,0.11821,115.3877,17741.59,1.846548,63.98953,267.1519,307.1406,39.98868,67.8187,178,0.00021,58,-0.044157,3.47577,20.38989,4.516562,2.512027,2.373808,3.856519,5.022332,2.635794,-0.024535,3.531532,2.609876,2.771049,3.252386,6.760823,-0.281592,2.280337,24.61912,-2.680073,3.011683,3.111727,17.08709,4.137643,2.699974,25.5496,18.18245,4.265034,-2.578905,4.938616,247,0.000005,0.045675,0.000009,0.033415,0.002121,-0.023026,0.023937,0.019377,0.032249,0.027268,0.044648,0.122291,0.019085,0.27281,0.000013,0.001844,0.020732,3.543076,-0.000013,0.028671,-0.01575,0.030354,52,0.00434,0.0659,0.035627,0.071083,22.32295,34.62817,-8.004931,0.759404,53.28,0.21,2838.89,185.31,1.57,4.14,0.95,-1.5,1.76,0.29,1.88,7.33,222.64,1.17,219.71,392.71,269.12,11.14,1.52,2.21,3.1,0.18,27356.64,32.57,0.18,1.72,2.71,296.73,1,1.48,3.73,11.56,1.92,1.84,A
0.000004,0.012037,-0.001023,1.139192,1.337531,0.471078,-20.12091,-19.81329,-10.01145,9.801837,-52.06555,-11.06572,17.37554,-1.953071,0.010833,12,-9.50104,-25.66548,320.6131,20.21337,-22.62233,-24.17059,0.037829,-11.68967,0.074577,0.686192,0.156688,0.604386,1.242935,1.428206,0.083513,0.185271,41,1.755459,1.975289,1.930747,2.064285,2.679477,2.41463,2.633546,2.690539,0.011667,0.115833,0.175833,40,0.653953,0.106352,86.72534,12318.55,2.88594,34.28574,274.2007,318.6151,44.41434,54.58505,160,0.000248,59,-0.075203,3.446688,18.31223,4.279578,2.70734,2.389809,4.072793,5.358711,3.448682,-0.032009,3.469318,2.567241,2.383915,4.14666,4.587727,-0.654588,3.101641,19.60007,-3.041309,2.383699,3.297688,19.5069,4.429739,2.045059,22.42028,16.23533,4.02997,-2.405655,4.593781,47,0.000019,0.038411,-0.000005,0.039592,0.002902,-0.026566,0.026825,0.023774,0.026267,0.014442,0.04334,0.153738,0.017521,0.282551,0.000025,0.002354,0.015367,3.378335,-0.000037,0.025823,-0.014083,0.026167,122,0.003388,0.0583,0.033655,0.064147,21.697,34.01543,-10.15912,1.17174,39.87,-0.46,1589.78,209.37,1.81,2.35,1.1,-1.41,1.94,1.03,2.06,7.65,183.12,0.83,206.38,181.16,302.79,15.28,0.96,2.57,3.95,0.16,16673.69,50.04,0.24,2.07,2.47,278.11,1,1.61,3.72,11.86,2.55,2.32,A
0.000012,0.043686,-0.000046,1.370798,0.363262,0.639009,-17.7896,-15.60526,-5.408872,10.19638,-49.33393,-8.899096,15.22553,2.752779,-0.038284,47,-13.05247,-11.69214,348.9642,18.6972,-28.09038,-15.51128,0.069465,-6.354286,0.02539,0.766093,0.17819,0.549522,1.213296,1.471301,0.14967,0.258006,271,1.767641,1.953294,1.893255,2.061741,2.686028,2.434404,2.645735,2.691996,0,0.124167,0.193333,52,0.504027,0.121963,112.9234,17441.93,1.855209,94.02191,242.4998,299.2333,56.73352,107.7645,238,0.000117,104,-0.031389,3.127444,18.68424,4.324386,2.197575,2.474696,3.181567,4.295535,2.3372,0.029915,3.082839,2.308869,2.420794,3.754288,5.292334,-0.206969,3.027712,20.58377,-3.207649,3.142795,3.601307,21.43211,4.637228,2.639856,24.72213,16.64794,4.082382,-2.051754,4.363811,118,-0.000013,0.043093,0.000007,0.037806,0.002668,-0.031277,0.024491,0.023539,0.028819,0.01949,0.048855,0.126105,0.020687,0.247028,0.000015,0.002084,0.017378,4.29864,-0.000025,0.025586,-0.011479,0.023604,104,0.004136,0.064394,0.037724,0.081026,26.54709,38.02607,-15.20475,0.694299,65.8,0.58,4330.26,354.89,2.67,4.25,1.02,-0.47,1.91,0.92,2,13.52,207.92,1.17,209.64,194.18,304.61,13.77,0.91,2.52,4.07,0.16,23191.43,102.4,0.44,2.16,2.78,253.63,48.95,2.91,3.15,7.44,2.14,2.33,A
0.000006,0.037173,-0.00031,1.127758,0.746731,0.368115,-17.08324,-14.62052,-6.378555,8.241961,-42.41632,-9.959599,15.89088,-10.48202,-0.006511,213,-6.005373,-7.993522,268.3556,16.42203,-16.71094,-14.40802,0.057796,-6.770835,-0.009621,0.645167,0.168972,0.62362,1.251319,1.459949,0.098673,0.20863,42,1.793513,2.00003,1.963396,2.079766,2.674721,2.454904,2.61883,2.696875,0.005,0.134167,0.1975,38,0.396206,0.153158,119.6183,18500.54,1.619179,108.1717,223.1743,290.4129,67.2386,117.6854,171,0.000116,123,0.040593,3.597411,19.86459,4.45756,3.035606,3.33025,3.888365,5.047022,3.159304,0.097801,3.224183,3.125331,3.246695,3.170434,5.119108,-0.224974,2.088224,19.65665,-2.284235,2.602082,3.165593,16.27449,4.039119,2.07016,18.9929,11.95084,3.459098,-2.337434,4.912091,131,0.000006,0.0372,0.00001,0.03024,0.001678,-0.028727,0.021171,0.022721,0.032875,0.027826,0.059078,0.122889,0.020838,0.237016,0.000013,0.002017,0.024253,3.160262,-0.000017,0.028771,-0.0165,0.031167,268,0.003831,0.0619,0.038204,0.07493,24.41438,36.34241,-11.01748,0.838354,58.91,-0.57,3470.1,228.63,1.81,7.42,1.88,-0.51,1.71,0.13,2.16,10.37,216.92,1.15,256.88,220.64,163.44,9.01,0.68,2.32,2.92,0.15,17994.58,62.79,0.27,2.32,2.43,165.73,1,2.23,4.23,16.7,2.23,2.28,A
0.000016,0.048523,-0.00248,1.467271,1.002932,0.486113,-13.11388,-11.75396,-4.571807,7.182151,-49.5245,-8.542317,17.13416,-8.691816,0.015102,158,-1.354311,-1.02826,229.346,15.14535,-13.36543,-31.87076,0.036534,-2.182209,-0.027651,0.655806,0.178115,0.618013,1.26839,1.481179,0.106244,0.212789,170,1.819721,1.980181,1.918362,2.102764,2.687731,2.442934,2.56792,2.671693,0.011667,0.119583,0.15875,107,0.475252,0.118699,82.73223,9520.254,2.211829,28.46196,208.3452,222.4013,14.05603,25.58282,72,0.000015,11,0.013325,3.604046,20.67109,4.551399,3.018039,3.503836,4.510885,5.974159,3.40443,-0.002631,3.043726,2.590523,2.578161,3.334095,6.627591,-0.209355,2.461149,21.24914,-3.208391,2.919327,2.936563,13.74992,3.711185,3.383171,19.07269,11.50085,3.398703,-2.292455,4.58188,139,-0.000016,0.03712,0.000024,0.028561,0.001353,-0.023841,0.022286,0.023098,0.031857,0.025165,0.055024,0.115444,0.020448,0.311768,0.00003,0.00254,0.027008,2.988647,-0.000027,0.026293,-0.013354,0.024875,85,0.003518,0.059728,0.030745,0.061979,18.98868,29.68044,-12.14505,0.971108,34.81,0.38,1211.97,175.12,1.58,5.7,1.02,-0.4,2.39,3.48,2.61,10.99,297.8,1.69,246.67,280.61,214.49,9.82,0.9,2.85,2.82,0.09,7149.15,26.09,0.12,2.31,2.68,233.25,1,2.31,4.35,16.92,2.27,2.07,A
0.000001,0.024472,0.00065,0.917875,2.147037,0.434536,-15.75913,-15.25515,-6.963707,8.291446,-53.45274,-12.16657,19.18508,-6.540087,0.00274,30,-0.586532,-7.289267,522.274,23.18033,-17.81461,-15.36327,0.025603,-11.49822,0.023634,0.615356,0.144519,0.536273,1.242029,1.453904,0.104862,0.211875,131,1.776077,1.954642,1.92315,2.055616,2.676327,2.411325,2.561084,2.664836,0.005,0.118333,0.169167,164,0.502362,0.102508,114.1025,17256.83,1.729612,87.19447,226.715,286.5598,59.84479,91.04147,291,0.000251,120,-0.041509,3.552774,19.94432,4.466019,3.055462,2.937193,3.892971,5.000256,3.013837,-0.030196,3.59433,2.923558,3.154927,3.317554,5.484134,-0.184653,2.785444,19.46581,-2.586276,2.921334,2.910772,14.1778,3.770372,2.307818,29.04755,12.90848,3.595491,-2.086486,4.227859,115,-0.000004,0.041717,0.000002,0.032777,0.001972,-0.021287,0.024001,0.022533,0.0312,0.019858,0.031404,0.128759,0.020381,0.290427,0.000008,0.00153,0.019262,3.554648,-0.000008,0.023281,-0.013167,0.02525,119,0.00402,0.063466,0.034495,0.061138,18.80535,29.5193,-7.019855,0.629437,54.22,-0.37,2940.02,184.96,1.56,2.65,1.26,-1.2,2.04,1.57,2.07,7.48,133.22,0.71,133.75,230.01,173.09,8.73,0.59,2.35,2.81,0.14,19792.76,30.96,0.16,1.89,2.49,330.8,44.57,1.54,3.47,9.64,2.35,2.07,A
0.000006,0.027885,-0.000258,1.074952,0.757322,0.482346,-16.2357,-17.53819,-7.6381,9.900091,-48.69999,-15.16591,15.38094,6.481701,-0.005169,17,-11.76341,-21.08946,437.1165,21.5934,-27.66492,-26.29042,0.048849,-3.719885,0.064576,0.722144,0.134221,0.516548,1.216619,1.395147,0.097973,0.178528,58,1.720426,1.91465,1.882923,1.973582,2.700474,2.340275,2.583603,2.676013,0,0.1225,0.180833,195,0.626174,0.083339,88.07229,11381.31,2.592863,28.57248,247.8249,274.0791,26.2542,46.57375,182,-0.000122,279,0.049933,2.713373,13.27974,3.648705,1.823059,2.38843,3.26,4.351856,2.650874,0.014729,3.55756,2.712537,2.457712,3.191273,5.502252,-0.266275,2.402395,19.78743,-2.429484,2.501445,3.100707,16.18838,4.02709,2.257703,24.92886,13.80065,3.718554,-2.051409,4.44176,22,-0.000004,0.032711,0.000013,0.030607,0.001767,-0.021686,0.022353,0.022321,0.019859,0.013857,0.033546,0.160822,0.0136,0.222153,0.000016,0.00102,0.013502,3.668171,-0.000012,0.020616,-0.01125,0.022833,131,0.002796,0.053057,0.026848,0.054591,15.08642,25.43118,-5.835944,0.450173,48.68,0.02,2369.37,164.75,1.45,1.94,0.51,0.31,2.07,1.63,1.87,6.81,179.78,1.13,160.6,153.45,298.62,13.36,1.44,2.67,3.87,0.12,16595.33,28.02,0.14,1.95,2.49,249.21,42.72,1.39,3.84,12.13,2.4,2.24,A
0.000009,0.035048,0.000051,1.220162,0.739504,0.534245,-19.14775,-20.56262,-11.3073,9.25532,-48.071,-18.38317,15.24722,-0.281086,-0.022547,15,-11.08172,-15.05007,300.7388,17.49362,-22.60087,-25.74448,0.086807,-2.246055,0.079552,0.718917,0.134137,0.656465,1.237481,1.398931,0.087537,0.161449,263,1.720663,1.902246,1.866914,1.955091,2.6967,2.344999,2.609532,2.684581,0.024167,0.149583,0.206667,143,0.591943,0.0874,110.924,17607.86,2.236494,56.92084,289.6353,343.0834,53.44803,79.08029,135,0.000182,25,-0.045467,3.044072,16.28194,4.039169,2.518188,2.356464,3.638315,4.776779,2.607674,0.071996,3.672442,2.958647,2.981989,3.678755,4.811028,-0.491316,2.465225,22.71231,-3.287441,2.782062,3.577157,20.21218,4.502398,2.120257,23.33063,21.03951,4.587107,-2.7236,5.816074,19,0,0.039111,0.000006,0.033876,0.002028,-0.025682,0.023019,0.024968,0.02043,0.015684,0.034427,0.146813,0.016356,0.260764,0.000015,0.001301,0.016665,3.975143,-0.000011,0.024696,-0.017188,0.03275,24,0.002871,0.053626,0.022375,0.05299,23.22648,36.58989,-8.256221,0.627107,58.54,0.7,3427.23,236.63,2.03,2.09,0.55,0.03,2.31,2.87,2,8.39,232.13,0.94,257.71,166.86,429.71,18.98,1.75,2.61,5.15,0.15,21848.86,34.56,0.2,1.76,2.21,413.79,126.01,1.72,4.92,21.67,2.05,2.24,A
0.000008,0.036209,-0.001869,1.285771,0.63558,0.420241,-13.21571,-15.18498,-4.130505,11.05448,-47.98665,-9.545715,16.11951,8.380054,-0.006342,14,-14.47509,-13.48012,306.7771,17.52454,-26.71125,-19.56992,0.074868,0.483307,0.046597,0.725041,0.150057,0.642844,1.215297,1.402314,0.103529,0.187016,247,1.683329,1.902815,1.869035,1.997011,2.686332,2.377853,2.60627,2.680692,0,0.084167,0.140208,169,0.66515,0.062526,82.50625,11309.93,2.66344,51.19965,217.3138,288.4325,71.11865,88.56985,13,0.000166,100,0.082525,3.062467,17.87246,4.230529,2.027421,2.714962,3.737414,5.032787,3.35992,0.074872,3.858045,3.274824,3.543817,3.358073,5.78323,-0.161504,2.694808,18.6188,-2.662475,2.500351,3.265695,17.43001,4.184841,2.55081,20.56943,10.57075,3.254132,-1.928761,4.131821,95,0.000001,0.026944,0.000025,0.031868,0.001742,-0.024094,0.024399,0.024864,0.022685,0.013588,0.037998,0.12009,0.01521,0.292846,0.000028,0.002018,0.019145,3.48673,-0.00001,0.016329,-0.009354,0.017875,99,0.002268,0.048217,0.02011,0.04669,18.17823,30.4993,-5.213201,0.509866,53.32,-0.62,2842.9,184.85,1.49,4.45,1.21,-1.2,2.34,2.92,3.22,8.74,151.84,0.76,179.55,127.95,206.54,10.31,0.87,2.71,3.16,0.14,16809.28,45.92,0.23,2.12,2.03,172.02,1,1.91,3.98,13.53,2.01,2.27,A
